sample	pltFamily	pltGenus	plant	Order	Family	Genus	Species	Sex	jdate	caldate	tsect	meter
612,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	m	226	2012-08-14	1	33
612,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	1	33
612,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	1	33
612,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	1	33
612,5	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	1	33
613,1	Fabaceae	Astragalus	Hedysarum sulphurescens	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	226	2012-08-14	1	33
614..1	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	226	2012-08-14	1	33
614..2	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	226	2012-08-14	1	33
615	Asteraceae	Senecio	Senecio triangularis	Diptera	Tachinidae	Tachinid gen.	Tachinid spp.	f	226	2012-08-14	1	33
616,1	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	1	33
616,2	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	226	2012-08-14	1	33
616,3	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	226	2012-08-14	1	33
617	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		226	2012-08-14	2	51
618,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	226	2012-08-14	2	51
618,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	226	2012-08-14	2	51
619,1	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	226	2012-08-14	2	51
619,2	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	2	51
619,3	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	2	51
619,4	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	226	2012-08-14	2	51
619,5	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	226	2012-08-14	2	51
620	Liliaceae	Allium	Allium cernuum	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	226	2012-08-14	2	51
621,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	226	2012-08-14	2	51
621,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	226	2012-08-14	2	51
621,3	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	226	2012-08-14	2	51
622	Asteraceae	Erigeron	Erigeron compositus	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	226	2012-08-14	2	51
623	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	227	2012-08-15	1	49
624	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	1	49
625	Saxifragaceae	Saxifraga	Saxifraga bronchialis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	1	49
626	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	1	49
627,1	Asteraceae	Solidago	Solidago multiradiata	Diptera	Anthomyiidae	Pegomya	Pegomya sp.1	f	227	2012-08-15	1	49
627,2	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	1	49
627,3	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	1	49
627,4	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	1	49
627,5	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	227	2012-08-15	1	49
627,6	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	227	2012-08-15	1	49
628,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	227	2012-08-15	1	49
628,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	1	49
629,1	Asteraceae	Erigeron	Erigeron compositus	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	m	227	2012-08-15	1	49
629,2	Asteraceae	Erigeron	Erigeron compositus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	1	49
630,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	2	37
630,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	2	37
631	Valerinaceae	Valeriana	Valeriana sitchensis	Lepidoptera	Noctuidae	Lasionycta	Lasionycta impingens		227	2012-08-15	2	37
633	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	227	2012-08-15	2	37
634	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Syrphidae	Eristalis	Eristalis tenax	f	227	2012-08-15	2	37
635	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	227	2012-08-15	2	37
636,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	2	37
636,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	227	2012-08-15	2	37
636,3	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Anthomyiidae	Hydrophoria	Hydrophoria sp.2	m	227	2012-08-15	2	37
637	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	227	2012-08-15	3	62
638	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Phaonia	Phaonia monticola	m	227	2012-08-15	3	62
639	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia spp.	f	227	2012-08-15	3	62
640,1	Liliaceae	Zigadenus	Zigadenus elegans	Hymenoptera	Tenthridinidae	Macrophya	Macrophya sp.4		227	2012-08-15	3	62
640,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Muscina	Muscina sp.1	f	227	2012-08-15	3	62
640,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	3	62
640,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	227	2012-08-15	3	62
640,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	227	2012-08-15	3	62
640,6	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	3	62
641	Asteraceae	Arnica	Arnica chamissonis	Hymenoptera	Apidae	Bombus	Bombus mixtus	m	227	2012-08-15	3	62
642,1	Ranunculaceae	Aquilegia	Aquilegia flavescens	Hymenoptera	Apidae	Bombus	Bombus balteatus	f	227	2012-08-15	3	62
642,2	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	3	62
642,3	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	227	2012-08-15	3	62
643	Asteraceae	Achillea	Achillea millefolium	Diptera	Syrphidae	Hiatomyia	Hiatomyia spp.m	m	227	2012-08-15	3	62
644	Asteraceae	Arnica	Arnica chamissonis	Lepidoptera	Pyralidae	Speranza	Speranza simplex	m	227	2012-08-15	3	62
645	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	1	51
646	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Eristalis	Eristalis tenax	m	230	2012-08-18	1	51
647	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	f	230	2012-08-18	1	51
648	Asteraceae	Erigeron	Erigeron peregrinus	Lepidoptera	Sphingidae	Syngrapha	Syngrapha sp.1		230	2012-08-18	1	51
649	Asteraceae	Solidago	Solidago multiradiata	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	f	230	2012-08-18	1	51
650,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Syrphidae	Chrysotoxum	Chrysotoxum fasciatum	f	230	2012-08-18	1	51
650,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Phaonia	Phaonia monticola	m	230	2012-08-18	1	51
650,3	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia sp.1	f	230	2012-08-18	1	51
651,1	Asteraceae	Solidago	Solidago multiradiata	Lepidoptera	Lycaenidae	Plebejus	Plebejus icarioides		230	2012-08-18	1	51
651,2	Asteraceae	Solidago	Solidago multiradiata	Lepidoptera	Pyralidae	Speranza	Speranza simplex	f	230	2012-08-18	1	51
652,1	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	230	2012-08-18	2	49
652,2	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	2	49
653	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	230	2012-08-18	2	49
654	Saxifragaceae	Saxifraga	Saxifraga bronchialis	Diptera	Sarcophagidae	miltogramminae	Miltogramminae sp.1	f	230	2012-08-18	2	49
656,1	Asteraceae	Solidago	Solidago multiradiata	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	f	230	2012-08-18	2	49
656,2	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	2	49
656,3	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	2	49
656,4	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Hydrotaea	Hydrotaea sp.1	f	230	2012-08-18	2	49
656,5	Asteraceae	Solidago	Solidago multiradiata	Diptera	Tachinidae	Tachinid gen.	Tachinid spp.	f	230	2012-08-18	2	49
656,6	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	230	2012-08-18	2	49
657	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	2	49
658	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	230	2012-08-18	3	35
659,1	Asteraceae	Achillea	Achillea millefolium	Diptera	Anthomyiidae	Anthomyia	Anthomyia sp.1	m	230	2012-08-18	3	35
659,2	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Phaonia	Phaonia monticola	f	230	2012-08-18	3	35
660,1	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	230	2012-08-18	3	35
660,2	Asteraceae	Arnica	Arnica chamissonis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	230	2012-08-18	3	35
661	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	230	2012-08-18	3	35
663	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	230	2012-08-18	3	35
664	Liliaceae	Allium	Allium cernuum	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	230	2012-08-18	3	35
665,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	230	2012-08-18	3	35
665,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	230	2012-08-18	3	35
666	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	232	2012-08-20	1	29
667	Caryophyllaceae	Cerastium	Cerastium beeringianum	Diptera	Muscidae	Drymeia	Drymeia spp.	f	232	2012-08-20	1	29
668..1	Gentianaceae	Gentianella	Gentianella amarella	Diptera	Syrphidae	Eupeodes	Eupeodes lapponicus	f	232	2012-08-20	1	29
668..2	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Syrphidae	Eupeodes	Eupeodes lapponicus	f	232	2012-08-20	1	29
669,1	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	232	2012-08-20	1	29
669,2	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia spp.	f	232	2012-08-20	1	29
670	Asteraceae	Senecio	Senecio triangularis	Lepidoptera	Noctuidae	Lasionycta	Lasionycta impingens		232	2012-08-20	1	29
671	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	232	2012-08-20	1	29
672	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	232	2012-08-20	2	36
673,1	Asteraceae	Senecio	Senecio triangularis	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	f	232	2012-08-20	2	36
673,2	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	232	2012-08-20	2	36
674	Fabaceae	Astragalus	Hedysarum sulphurescens	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	232	2012-08-20	2	36
675,1	Scrophulariaceae	Penstemon	Penstemon procerus	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	232	2012-08-20	2	36
676	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	m	232	2012-08-20	3	93
677	Asteraceae	Achillea	Achillea millefolium	Coleoptera	Carabidae	Carabidae gen.1	Carabidae sp.1		232	2012-08-20	3	93
678	Asteraceae	Erigeron	Erigeron peregrinus	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus ruralis		232	2012-08-20	3	93
679	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	236	2012-08-24	1	57
680	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Anthomyia	Anthomyia sp.1	m	236	2012-08-24	1	57
681,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	236	2012-08-24	1	57
681,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	236	2012-08-24	1	57
681,3	Rosaceae	Potentilla	Potentilla fruticosa	Hemiptera	Hemiptera fam.	Hemiptera gen.	Hemiptera sp.3		236	2012-08-24	1	57
682	Crassulaceae	Sedum	Sedum lanceolata	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	236	2012-08-24	1	57
683	Gentianaceae	Gentianella	Gentianella amarella	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	236	2012-08-24	1	57
684	Gentianaceae	Gentianella	Gentianella amarella	Diptera	Syrphidae	Eupeodes	Eupeodes lapponicus	m	236	2012-08-24	2	26
685,1	Asteraceae	Senecio	Unk. Groundsel	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	236	2012-08-24	2	26
685,2	Asteraceae	Senecio	Unk. Groundsel	Diptera	Anthomyiidae	Paregle/Adia	Paregle/Adia sp.5	f	236	2012-08-24	2	26
685,3	Asteraceae	Senecio	Unk. Groundsel	Diptera	Muscidae	Phaonia	Phaonia monticola	m	236	2012-08-24	2	26
686	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	236	2012-08-24	2	26
688	Asteraceae	Achillea	Achillea millefolium	Lepidoptera	Tortricidae	Eana	Eana osseana	f	236	2012-08-24	2	26
689	Gentianaceae	Gentianella	Gentianella amarella	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	236	2012-08-24	2	26
690	Asteraceae	Arnica	Arnica chamissonis	Lepidoptera	Nymphalidae	Euphydryas	Euphydryas anicia		236	2012-08-24	2	26
691	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Drymeia	Drymeia spp.	f	236	2012-08-24	3	42
692	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	236	2012-08-24	3	42
693,1	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	236	2012-08-24	3	42
693,2	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	236	2012-08-24	3	42
693,3	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	236	2012-08-24	3	42
694	Asteraceae	Solidago	Solidago multiradiata	Lepidoptera	Crambidae	Pyla	Pyla spp.	f	236	2012-08-24	3	42
695	Caryophyllaceae	Cerastium	Cerastium beeringianum	Diptera	Muscidae	Drymeia	Drymeia spp.	f	238	2012-08-26	1	81
696	Asteraceae	Achillea	Achillea millefolium	Diptera	Syrphidae	Syrphus	Syrphus ribesii	m	238	2012-08-26	1	81
697	Gentianaceae	Gentianella	Gentianella amarella	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	238	2012-08-26	1	81
698,1	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	238	2012-08-26	2	58
698,2	Asteraceae	Achillea	Achillea millefolium	Diptera	Tachinidae	Chaetovoria	Chaetovoria seriata	f	238	2012-08-26	2	58
698,3	Asteraceae	Achillea	Achillea millefolium	Diptera	Syrphidae	Eristalis	Eristalis tenax	f	238	2012-08-26	2	58
699	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Syrphidae	Eupeodes	Eupeodes lapponicus	m	238	2012-08-26	3	74
700	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Apidae	Bombus	Bombus mixtus	m	238	2012-08-26	3	74
